"","ID","GENDER_CODE","CITY","STATE_CODE","ZIPCODE","HAVE_PHONE","EMAIL_ADDRESS","DEGREE1_GRAD_DATE","DEGREE1_CAMPUS","DEGREE1_DEGREE","DEGREE1_SCHOOL","DEGREE1_MAJOR","DEGREE2_GRAD_DATE","DEGREE2_CAMPUS","DEGREE2_DEGREE","DEGREE2_SCHOOL","DEGREE2_MAJOR","NON.UT_DEGREES","SpouseGradUT","SPOUSE_NON_UT_DEGREES","RELATIONS_UT","FRATERNITY.SORORITY","STUDENT.LIFE","X1ST_GIFT_UT","WE","LOGAMOUNT"
"37897",165,"M","Charlotte","NC","28277","No","Present",1977,"UTK","Bachelor of Science","Agric - UTK","Forestry",1979,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Present","UTK - Lambda Chi Alpha","Y",1984,"WE5 - $100,000 < $250,000",3.9731278535997
"41191",166,"M","Louisville","KY","40245","No","Present",1964,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","UTK -  Alpha Tau Omega","Y",1978,"WE4 - $250,000 < $500,000",4.2459566056502
"31618",167,"M","Maryville","TN","37802","Yes","Missing",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Management",1986,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Missing","","Y",1995,"WE8 - $15,000 < $25,000",2.39794000867204
"12520",169,"M","Atlanta","GA","30318","Yes","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2015,"WE7 - $25,000 < $50,000",1.18695633546541
"38193",171,"M","Knoxville","TN","37919","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","UTK - Sigma Chi","Y",1982,"WE3 - $500,000 < $1 million",5.48427835191775
"4376",172,"M","Seattle","WA","98116","Yes","Present",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","N",1990,"WE5 - $100,000 < $250,000",2.69019608002851
"41959",177,"F","Knoxville","TN","37938","Yes","Present",2009,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Present","","N",1997,"WE6 - $50,000 < $100,000",4.05880548667591
"11512",178,"M","Dickson","TN","37055","No","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","N",1989,"WE6 - $50,000 < $100,000",2.65321251377534
"17105",179,"M","Dunwoody","GA","30338","No","Present",1990,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1996,"WE4 - $250,000 < $500,000",3.60205999132796
"41499",180,"M","Richmond","VA","23236","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","Y",1988,"WE6 - $50,000 < $100,000",2.97543180850926
"10664",182,"F","Loretto","TN","38469","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","N",2015,"WE7 - $25,000 < $50,000",1.69897000433602
"4096",184,"F","Knoxville","TN","37922","Yes","Present",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","UTK - Delta Zeta","Y",1995,"WE6 - $50,000 < $100,000",3.07554696139253
"28977",185,"F","Knoxville","TN","37931","Yes","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","N",1987,"WE7 - $25,000 < $50,000",2.04139268515822
"6206",187,"F","Washington","PA","15301","No","Present",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","UTK - Lambda Theta Alpha","Y",2012,"WEZ - Unable to Rate",1.69897000433602
"1969",188,"M","Brentwood","TN","37027","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","Y",2010,"WE6 - $50,000 < $100,000",2.92941892571429
"12753",189,"M","Knoxville","TN","37920","Yes","Present",2012,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","","No","Missing","","N",2012,"WEC - $1 < $2,500",1.74036268949424
"37164",190,"M","Winchester","TN","37398","No","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","N",2006,"WE4 - $250,000 < $500,000",3.54406928518988
"10754",191,"M","Nashville","TN","37206","Yes","Present",1997,"UTK","Bachelor of Arts","Arts & Sci - UTK","College Scholars Program",2001,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","Y",2000,"WE7 - $25,000 < $50,000",3.77815125038364
"5801",192,"F","Jackson","TN","38305","No","Present",2006,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","UTK - Alpha Omicron Pi","Y",2008,"WEC - $1 < $2,500",1.69897000433602
"19031",193,"M","Cleveland","TN","37312","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2013,"WE9 - $10,000 < $15,000",3.77815125038364
"39844",194,"M","Grand Junction","TN","38039","No","Present",1958,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Present","","Y",1978,"WE5 - $100,000 < $250,000",3.05499586152914
"39283",195,"M","Atlanta","GA","30319","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Present","UTK - Kappa Sigma","Y",1990,"WE6 - $50,000 < $100,000",3.31701810104811
"8363",196,"F","Raleigh","NC","27614","Yes","Present",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","Y",2011,"WE5 - $100,000 < $250,000",2.30102999566398
"4711",197,"M","Johnson City","TN","37615","Yes","Present",1999,"UTK","Doctor of Philosophy","Bus Adm - UTK","Economics",NA," "," "," "," ","No","Yes","No","Missing","","N",2000,"WE5 - $100,000 < $250,000",3.30102999566398
"9301",198,"M","Knoxville","TN","37920","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",1989,"UTK","Bachelor of Arts","Liberal Arts - UTK","Philosophy","No","","No","Missing","","Y",1992,"WE8 - $15,000 < $25,000",1.88081359228079
"39087",199,"M","Dyersburg","TN","38024","Yes","Present",1990,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Present","","N",1995,"WE7 - $25,000 < $50,000",2.51188336097887
"18382",201,"M","Louisville","KY","40242","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","Y",1985,"WEZ - Unable to Rate",1.60205999132796
"26093",202,"M","Roseville","CA","95661","Yes","Missing",1966,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","","No","Missing","","Y",1978,"WEZ - Unable to Rate",2.92941892571429
"40549",203,"F","Maryville","TN","37804","Yes","Missing",1960,"UTK","Bachelor of Science","Bus Adm - UTK","Business Education",NA," "," "," "," ","No","Yes","No","Present","","N",1982,"WE6 - $50,000 < $100,000",2.95424250943932
"20592",204,"M","Granite Bay","CA","95746","No","Present",1992,"UTK","Master of Science","Bus Adm - UTK","Management Science",NA," "," "," "," ","No","","No","Missing","","Y",2009,"WE5 - $100,000 < $250,000",1.69897000433602
"7289",205,"F","Clinton","TN","37716","Yes","Present",2012,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2013,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2012,"WE6 - $50,000 < $100,000",2.55022835305509
"7745",206,"F","Antioch","TN","37013","Yes","Present",1970,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","UTK - Delta Zeta","Y",1977,"WE7 - $25,000 < $50,000",3.66745295288995
"36820",207,"M","Germantown","TN","38139","Yes","Present",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","UTK -  Alpha Tau Omega","Y",1981,"WE6 - $50,000 < $100,000",1.77815125038364
"35810",209,"M","Batavia","IL","60510","Yes","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Present","","N",1995,"WE7 - $25,000 < $50,000",2.90308998699194
"36426",210,"F","Dallas","TX","75230","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","UTK - Pi Beta Phi","Y",1984,"WE6 - $50,000 < $100,000",2.78604121024255
"41606",211,"M","Nashville","TN","37215","Yes","Present",1966,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",1967,"UTK","Master of Science","Bus Adm - UTK","Economics","No","Yes","No","Present","","Y",1987,"WE4 - $250,000 < $500,000",3.02118929906994
"14706",212,"F","Oliver Springs","TN","37840","Yes","Present",2002,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1992,"WE7 - $25,000 < $50,000",2.43933269383026
"35650",214,"M","Nashville","TN","37204","Yes","Present",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","","No","Present","","N",2010,"WEZ - Unable to Rate",2.08134730780413
"38045",215,"F","Collegeville","PA","19426","Yes","Present",1991,"HSC","Doctor of Medicine","Med - Memphis","Medicine",2006,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Present","","N",1997,"WE6 - $50,000 < $100,000",2.02118929906994
"17302",216,"M","Knoxville","TN","37931","Yes","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","","No","Missing","","N",2011,"WE7 - $25,000 < $50,000",1.69897000433602
"35628",217,"M","Mountain Brook","AL","35213","Yes","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","N",2004,"WEZ - Unable to Rate",1.30189771719521
"16729",218,"M","Knoxville","TN","37931","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1981,"WE6 - $50,000 < $100,000",3.04139268515822
"34930",220,"M","Knoxville","TN","37932","Yes","Missing",1973,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",1997,"WE5 - $100,000 < $250,000",3.47712125471966
"9557",221,"M","Gainesville","GA","30507","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",NA," "," "," "," ","No","","No","Missing","","N",1989,"WE6 - $50,000 < $100,000",3.37657695705651
"22936",222,"F","Jacksonville","FL","32224","Yes","Present",1983,"UTK","Master of Business Administration","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Missing","","N",1983,"WE5 - $100,000 < $250,000",1.54406804435028
"38702",223,"F","Fayetteville","TN","37334","Yes","Present",1958,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","","N",1978,"WE4 - $250,000 < $500,000",2.98632377705077
"41789",224,"M","Waverly","TN","37185","Yes","Present",1966,"UTK","Bachelor of Science","Bus Adm - UTK","Personnel Management",NA," "," "," "," ","No","","No","Present","","Y",1977,"WE4 - $250,000 < $500,000",4.52422730519366
"34829",225,"F","Friendsville","TN","37737","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","UTK - Delta Gamma","Y",1982,"WE7 - $25,000 < $50,000",3.13513265137677
"170",226,"F","Naperville","IL","60564","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","N",1998,"WE8 - $15,000 < $25,000",3.93575910374531
"35833",227,"M","Knoxville","TN","37918","No","Present",2015,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","N",2015,"WEZ - Unable to Rate",1.30535136944662
"2479",230,"M","Knoxville","TN","37923","Yes","Missing",1981,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","Yes","No","Missing","","N",1986,"WE6 - $50,000 < $100,000",2.89762709129044
"30458",231,"M","Saint Charles","MO","63304","Yes","Missing",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1995,"WE9 - $10,000 < $15,000",1.39794000867204
"40564",232,"F","Franklin","TN","37067","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","","Y",1999,"WE6 - $50,000 < $100,000",2.82930377283102
"4664",233,"F","Nashville","TN","37214","Yes","Present",2001,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","","Y",2010,"WE7 - $25,000 < $50,000",2.93701610746481
"34044",234,"F","Cullman","AL","35057","No","Missing",1964,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","N",1978,"WEZ - Unable to Rate",1.30102999566398
"42332",237,"F","Philadelphia","PA","19130","No","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",1978,"WEZ - Unable to Rate",3.32939787936104
"1857",238,"F","Franklin","TN","37064","Yes","Missing",1979,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",1985,"UTK","Doctor of Business Administration","Bus Adm - UTK","Business Administration","No","Yes","No","Missing","","Y",1988,"WEZ - Unable to Rate",1.39794000867204
"41934",240,"M","Rocky Face","GA","30740","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","Y",1986,"WE4 - $250,000 < $500,000",4.73695395378315
"2368",241,"M","Houston","TX","77017","Yes","Missing",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","N",1979,"WE5 - $100,000 < $250,000",3.06445798922692
"39918",242,"M","Kingston Springs","TN","37082","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","N",1989,"WEA - $5,000 < $10,000",2.46982201597816
"38657",243,"M","Lenoir City","TN","37771","Yes","Present",1991,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Present","UTK - Sigma Phi Episilon","Y",2005,"WEZ - Unable to Rate",1.69897000433602
"846",244,"M","Park City","UT","84098","Yes","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","Y",1977,"WE5 - $100,000 < $250,000",4.9955971153918
"26984",245,"F","Cookeville","TN","38501","Yes","Missing",1991,"UTK","Doctor of Philosophy","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","Y",1990,"WE6 - $50,000 < $100,000",2.65321251377534
"177",247,"M","Covington","TN","38019","Yes","Missing",1962,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Missing","","N",1979,"WE5 - $100,000 < $250,000",1.69897000433602
"39820",249,"F","Columbia","TN","38401","Yes","Missing",1957,"UTK","Bachelor of Science","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Present","","Y",1977,"WE6 - $50,000 < $100,000",3.59383966108127
"19768",250,"F","Maryville","TN","37801","Yes","Present",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Enterprise Management",NA," "," "," "," ","No","","No","Missing","","N",2010,"WEA - $5,000 < $10,000",1.69897000433602
"34718",252,"M","Ann Arbor","MI","48105","Yes","Present",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","Y",2005,"WEZ - Unable to Rate",2.74036268949424
"9670",253,"M","Miamisburg","OH","45342","Yes","Present",1998,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2002,"WE7 - $25,000 < $50,000",2.57978359661681
"43265",254,"M","Memphis","TN","38119","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","UTK - Phi Delta Theta","Y",1980,"WE7 - $25,000 < $50,000",2.8228216453031
"27090",255,"M","New Haven","CT","06511","Yes","Missing",1969,"UTK","Master of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",1978,"WEZ - Unable to Rate",1.74036268949424
"35424",257,"M","Duluth","GA","30097","Yes","Missing",1983,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Present","","Y",1984,"WEZ - Unable to Rate",3.43933269383026
"37936",258,"M","Thomasville","GA","31792","No","Present",1970,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",1978,"WE4 - $250,000 < $500,000",3.02325245963371
"4799",260,"M","Knoxville","TN","37938","Yes","Present",1967,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","Yes","No","Missing","UTK - Kappa Sigma","Y",1998,"WE6 - $50,000 < $100,000",2.07918124604762
"513",261,"M","Charlotte","NC","28226","Yes","Missing",1969,"UTK","Master of Arts","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Missing","","Y",1978,"WE5 - $100,000 < $250,000",3.13830269816628
"38118",263,"M","Midlothian","VA","23112","Yes","Present",1995,"UTK","Bachelor of Arts","Bus Adm - UTK","Economics",NA," "," "," "," ","No","","No","Present","","N",1995,"WE7 - $25,000 < $50,000",3.26717172840301
"35844",264,"M","Dandridge","TN","37725","Yes","Missing",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","UTK - Sigma Alpha Epsilon","Y",2004,"WE9 - $10,000 < $15,000",3.17609125905568
"10382",265,"M","Knoxville","TN","37938","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","UTK - Alpha Gamma Rho","Y",1991,"WE6 - $50,000 < $100,000",4.28115067912603
"8808",266,"F","Nashville","TN","37205","Yes","Present",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1997,"WE5 - $100,000 < $250,000",1.30102999566398
"41878",267,"M","McMinnville","TN","37110","Yes","Present",1968,"UTK","Bachelor of Science","Bus Adm - UTK","Business Administration",1971,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","Yes","No","Present","","N",1978,"WE5 - $100,000 < $250,000",2.77815125038364
